"","title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"5298","The Women and the Murderer","MOVIE",2021,"PG-13",92,"['documentation', 'crime']","['FR']",6.4,1237,9.08,6.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5299","Resort to Love","MOVIE",2021,"PG",101,"['romance', 'comedy']","['US']",5.7,5771,42.837,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5300","7 Yards: The Chris Norton Story","MOVIE",2021,"",93,"['documentation']","['US']",7.8,258,1.788,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5301","UFO","MOVIE",2022,"",109,"['drama', 'romance', 'documentation']","['TR']",4.7,784,31.008,5.9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5302","Below Zero","MOVIE",2021,"",106,"['action', 'crime', 'thriller', 'horror', 'drama']","['ES']",6.2,19201,49.755,6.4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5305","Child of Kamiari Month","MOVIE",2021,"",99,"['fantasy', 'animation', 'drama', 'family']","['JP']",5.8,751,6.608,6.3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"5306","The Secret Diary of an Exchange Student","MOVIE",2021,"",96,"['comedy', 'romance']","['BR']",5.3,890,6.139,6.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5308","Hate by Dani Rovira","MOVIE",2021,"PG-13",82,"['comedy']","['ES']",6.7,422,11.023,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5314","American Girl","MOVIE",2021,"",101,"['drama', 'family']","['TW']",7.1,1221,2.57,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5316","Man in Love","MOVIE",2021,"",115,"['romance', 'drama']","['TW']",6.9,1744,3.611,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5317","Dasvi","MOVIE",2022,"",125,"['comedy', 'drama']","['IN']",7.4,21050,3.327,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5318","JJ+E","MOVIE",2021,"",90,"['drama', 'romance']","['SE']",5.3,1724,31.532,5.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5319","The Hand of God: Through the Eyes of Sorrentino","MOVIE",2021,"",8,"['documentation']","['IT']",7.1,10,2.118,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5320","Prime Time","MOVIE",2021,"R",93,"['thriller', 'drama']","['PL']",5.2,1796,19.187,5.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5321","Caught by a Wave","MOVIE",2021,"",99,"['romance', 'drama', 'sport']","['IT']",5.7,1289,24.706,6.7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"5322","Honey Girls","MOVIE",2021,"PG",90,"['family', 'music', 'comedy']","['US']",4.7,173,4.527,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5323","Mishan Impossible","MOVIE",2022,"",129,"['thriller', 'comedy', 'drama', 'action']","['IN']",6.8,691,2.884,7.2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5325","Spoiled Brats","MOVIE",2021,"",95,"['comedy']","['FR']",6.1,5688,74.388,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5329","Xtreme","MOVIE",2021,"",111,"['action', 'crime', 'drama', 'thriller', 'fantasy']","['ES']",5.8,4351,31.451,6.6,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"5332","The Four of Us","MOVIE",2021,"",88,"['romance', 'drama', 'comedy']","['DE']",5.3,1036,15.115,5.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5334","Latte and the Magic Waterstone","MOVIE",2022,"",82,"['animation', 'comedy', 'family', 'european']","['BE', 'DE']",5.6,955,33.97,6.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"5335","Thalaivii","MOVIE",2021,"G",153,"['drama']","['IN']",5.9,30621,2.301,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5337","Squared Love","MOVIE",2021,"",102,"['comedy', 'romance']","['PL']",5.1,3158,14.92,6.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5338","Why Did You Kill Me?","MOVIE",2021,"R",83,"['crime', 'documentation']","['US']",5.6,4175,14.666,6.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5339","Security","MOVIE",2021,"",118,"['thriller']","['IT']",4.9,1989,25.561,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5341","Nail Bomber: Manhunt","MOVIE",2021,"",72,"['crime', 'history', 'documentation']","['GB']",6.3,2142,9.516,6.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5344","Arlo the Alligator Boy","MOVIE",2021,"",90,"['animation', 'comedy', 'family']","['US']",6.4,1105,17.89,6.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"5346","The Photographer: Murder in Pinamar","MOVIE",2022,"",105,"['documentation', 'crime']","['AR']",6.7,494,49.939,7.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5347","The Last Paradiso","MOVIE",2021,"",107,"['drama', 'romance']","['IT']",5.6,1350,16.792,5.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5350","The Father Who Moves Mountains","MOVIE",2021,"PG-13",108,"['thriller', 'drama']","['SE', 'RO']",5.5,3472,19.955,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5351","Forever Out of My League","MOVIE",2022,"",104,"['romance', 'comedy', 'drama']","['IT']",5.3,463,61.008,5.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5355","Homunculus","MOVIE",2021,"",119,"['thriller', 'drama', 'fantasy']","['JP']",5.5,2749,14.111,5.88,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"5356","Searching for Sheela","MOVIE",2021,"",58,"['documentation', 'crime']","['IN']",4.3,1360,5.135,5.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5358","Carnaval","MOVIE",2021,"",94,"['comedy']","['BR']",4,914,27.733,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5362","Cinema Bandi","MOVIE",2021,"",98,"['drama', 'comedy']","['IN']",7.9,2488,1.609,7.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5364","Just Say Yes","MOVIE",2021,"",97,"['comedy', 'romance']","['NL']",4.5,1968,47.626,6.533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5365","A Family","MOVIE",2021,"R",136,"['crime', 'drama']","['JP']",7,2268,4.822,7.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5366","Baggio: The Divine Ponytail","MOVIE",2021,"",91,"['sport', 'drama']","['IT']",6.1,4427,11.747,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5367","Asakusa Kid","MOVIE",2021,"",123,"['drama']","['JP']",7.1,1223,51.832,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5368","Sex: Unzipped","MOVIE",2021,"",59,"['comedy', 'documentation']","['US']",2.5,411,3.031,3.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5369","Broken Idol: The Undoing of Diomedes Díaz","MOVIE",2022,"R",102,"['documentation', 'crime']","['CO']",6.3,178,36.234,7.333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5371","This Is Not a Comedy","MOVIE",2021,"",105,"['comedy', 'drama']","['MX']",4.9,339,41.331,6.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5374","Toolsidas Junior","MOVIE",2022,"",130,"['drama', 'family', 'sport']","['IN']",7.5,1783,3.468,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"5376","Accomplice","MOVIE",2021,"",52,"['documentation']","['US', 'IL']",7.2,380,3.384,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5377","Jagame Thandhiram","MOVIE",2021,"",158,"['comedy', 'crime', 'action', 'drama', 'thriller']","['GB', 'IN']",5.8,11731,12.421,6.4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5379","Get the Grift","MOVIE",2021,"",94,"['crime', 'comedy']","['BR']",5.3,748,20.388,6.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5380","How I Fell in Love with a Gangster","MOVIE",2022,"",179,"['drama', 'crime']","['PL']",6,2248,29.595,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5381","Ms. Pat: Y'all Wanna Hear Something Crazy?","MOVIE",2022,"R",54,"['comedy']","['US']",5.9,166,2.646,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5382","Chandigarh Kare Aashiqui","MOVIE",2021,"",117,"['romance', 'comedy', 'crime', 'drama']","['IN']",6.8,13203,3.723,6.7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5383","Whindersson Nunes: My Own Show!","MOVIE",2022,"",63,"['comedy', 'documentation']","['BR']",7,251,3.444,7.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5384","Emicida AmarElo Live in Sao Paulo","MOVIE",2021,"",99,"['documentation', 'music']","['BR']",7.6,44,1.88,9.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5385","Crack: Cocaine, Corruption & Conspiracy","MOVIE",2021,"",89,"['documentation', 'crime', 'history']","['US']",6.7,3324,13.076,6.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5386","Get the Goat","MOVIE",2021,"",105,"['comedy', 'action', 'crime']","['BR']",6,1784,16.027,6.9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5387","Autumn Girl","MOVIE",2021,"",105,"['drama', 'romance']","['PL']",5.4,560,4.521,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5389","New Gods: Nezha Reborn","MOVIE",2021,"",116,"['animation', 'action', 'fantasy']","['CN']",6.8,3150,3.078,8.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"5390","Sweet & Sour","MOVIE",2021,"",102,"['comedy', 'romance']","['KR']",6.7,2508,57.384,7.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5391","The Guide to the Perfect Family","MOVIE",2021,"",102,"['comedy', 'drama']","['CA']",6.4,1668,26.085,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5394","Today We Fix the World","MOVIE",2022,"",113,"['comedy', 'drama']","['AR']",6.2,925,7.384,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5396","Irul","MOVIE",2021,"",91,"['thriller']","['IN']",5.8,3084,1.886,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5397","One Night in Paris","MOVIE",2021,"",64,"['comedy']","['FR']",4.5,79,3.59,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5399","Haseen Dillruba","MOVIE",2021,"",135,"['romance', 'thriller', 'crime', 'drama']","['IN']",6.9,26194,15.216,6.4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"5403","Only You","MOVIE",2021,"",110,"['comedy', 'romance', 'drama']","['PH']",6.5,73,2.083,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5405","Godspeed","MOVIE",2022,"",119,"['drama']","['TR']",6.5,1730,43.691,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5406","Mommy Issues","MOVIE",2021,"",89,"['comedy']","['PH']",5.4,39,2.324,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5407","Dancing Queens","MOVIE",2021,"",110,"['drama', 'comedy']","['SE']",5.6,1747,23.443,5.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5408","Double Dad","MOVIE",2021,"",103,"['comedy', 'drama', 'family']","['BR']",5.6,1290,12.143,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5409","Into the Wind","MOVIE",2022,"",108,"['comedy', 'drama', 'romance', 'sport']","['PL']",5.2,864,24.571,5.237,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"5410","A California Christmas: City Lights","MOVIE",2021,"PG-13",105,"['comedy', 'drama', 'romance']","['US']",5.5,2231,19.813,6.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5411","Breaded Life","MOVIE",2021,"",120,"['comedy', 'drama', 'fantasy']","['NG']",7.7,65,1.96,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5412","Amandla","MOVIE",2022,"",106,"['drama', 'crime']","['CA', 'ZA']",5.5,391,2.709,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5413","Wish You","MOVIE",2021,"",101,"['drama', 'romance', 'music']","['KR']",6.4,900,6.996,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"5414","Father Christmas Is Back","MOVIE",2021,"PG-13",104,"['comedy']","['GB']",4.5,5658,30.921,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5416","Meskina","MOVIE",2021,"",98,"['comedy', 'romance']","['NL']",5.6,913,4.612,6.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5417","Madame Claude","MOVIE",2021,"",112,"['crime', 'drama', 'romance']","['FR']",5.4,3402,15.666,5.8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5418","In for a Murder","MOVIE",2021,"",105,"['comedy', 'thriller', 'drama', 'crime', 'scifi']","['PL']",5.3,1484,62.599,5.7,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5422","Kurup","MOVIE",2021,"",155,"['thriller', 'crime']","['IN']",7.1,12251,3.893,6.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5423","Thimmarusu: Assignment Vali","MOVIE",2021,"",127,"['crime', 'thriller', 'drama']","['IN']",7.2,1544,1.932,7.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5424","Headspace Unwind you Mind","MOVIE",2021,"G",15,"['animation', 'documentation']","['US']",7.2,132,6.434,7.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5425","Just Short of Perfect","MOVIE",2021,"",94,"['comedy', 'romance']","['BR']",5.3,1007,15.364,6.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5426","Wild Dog","MOVIE",2021,"",145,"['thriller', 'crime', 'action']","['IN']",6.1,2283,3.231,5.9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5428","One Second","MOVIE",2021,"",88,"['comedy', 'romance']","['EG']",4.7,378,1.96,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5429","1000 Miles from Christmas","MOVIE",2021,"",102,"['comedy', 'romance', 'fantasy', 'family']","['ES']",5.7,1502,16.617,6.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"5430","Annaatthe","MOVIE",2021,"",163,"['drama', 'action', 'comedy']","['IN']",4,9643,3.922,7.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5433","Pagglait","MOVIE",2021,"",114,"['comedy', 'drama']","['IN']",6.9,9287,3.997,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5434","In Good Hands","MOVIE",2022,"",104,"['drama', 'comedy', 'romance', 'family']","['TR']",5.6,2618,8.29,6.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"5436","Hostage House","MOVIE",2021,"",90,"['thriller']","['US']",3.9,860,4.731,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5437","Amy Tan: Unintended Memoir","MOVIE",2021,"",101,"['documentation']","['US']",7.7,321,4.121,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5438","Tughlaq Durbar","MOVIE",2021,"",145,"['drama', 'thriller', 'comedy']","['IN']",5.4,1605,2.386,6.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5439","Untold: Caitlyn Jenner","MOVIE",2021,"R",69,"['documentation', 'sport']","['US']",6.4,2456,4.431,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5442","Kadaseela Biriyani","MOVIE",2021,"",115,"['drama', 'crime', 'comedy']","['IN']",7.5,1315,1.627,7.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5443","Meenakshi Sundareshwar","MOVIE",2021,"",141,"['romance', 'comedy']","['IN']",7.1,17366,2.223,5.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5446","Forever Rich","MOVIE",2021,"R",90,"['crime', 'comedy', 'drama', 'music', 'thriller']","['NL']",5.5,1025,17.216,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"5447","We Couldn't Become Adults","MOVIE",2021,"",124,"['drama', 'romance']","['JP']",6.4,706,10.432,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5448","Laabam","MOVIE",2021,"",144,"['drama', 'action']","['IN']",3.4,799,2.339,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5450","Carlos Ballarta: False Prophet","MOVIE",2021,"",63,"['comedy']","['MX']",6.7,132,3.738,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5451","Surviving Paradise: A Family Tale","MOVIE",2022,"",78,"['documentation']","['GB', 'US']",7.5,612,47.257,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5452","Escape the Undertaker","MOVIE",2021,"",31,"['thriller', 'family', 'horror', 'comedy']","['US']",4.2,926,54.755,5.1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"5454","Ghost Lab","MOVIE",2021,"",117,"['thriller', 'drama', 'horror', 'scifi']","['TH']",5.1,1424,50.322,6.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5457","The Humans & the Mongoose","MOVIE",2021,"",120,"['comedy', 'fantasy', 'horror']","['EG']",5.4,995,3.781,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"5458","Zero to Hero","MOVIE",2021,"",103,"['drama', 'sport']","['HK']",6.7,842,4.779,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5459","Puff: Wonders of the Reef","MOVIE",2021,"PG",59,"['documentation', 'family']","['AU', 'US']",7.1,796,20.188,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5460","You vs. Wild: Out Cold","MOVIE",2021,"",25,"['action']","['US']",5.4,309,3.864,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5461","Lords of Scam","MOVIE",2021,"R",105,"['documentation', 'crime']","['FR']",6.3,641,9.583,6.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5464","Love Like the Falling Petals","MOVIE",2022,"",128,"['drama', 'romance']","['JP']",6.3,424,132.561,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5466","A World Without","MOVIE",2021,"",106,"['thriller', 'drama', 'scifi']","['ID']",3.8,357,8.186,4.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5468","The Guardian","MOVIE",2021,"",127,"['drama', 'horror', 'music', 'thriller', 'crime']","['VN']",5.7,347,2.932,4.9,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"5469","Love Me Instead","MOVIE",2021,"",124,"['drama']","['TR']",7,2592,14.629,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5470","The Land","MOVIE",2021,"",103,"['comedy', 'drama', 'crime']","['PL']",6.1,473,1.627,5.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5475","David and the Elves","MOVIE",2021,"",106,"['fantasy', 'comedy', 'family']","['PL']",5.2,695,51.053,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"5476","Ankahi Kahaniya","MOVIE",2021,"",110,"['drama', 'romance']","['IN']",5.5,876,5.641,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5477","11M","MOVIE",2022,"",92,"['documentation']","['ES']",7,1868,24.139,6.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5479","Bartkowiak","MOVIE",2021,"",91,"['action', 'thriller', 'crime', 'sport']","['PL']",5.1,1205,62.624,6.2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"5481","The House of Flowers: The Movie","MOVIE",2021,"R",86,"['drama', 'comedy']","['MX']",5.5,851,34.004,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5482","Michela Giraud: The Truth, I Swear!","MOVIE",2022,"",60,"['comedy', 'documentation']","['IT']",5.5,68,3.737,5.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5488","Still Out of My League","MOVIE",2021,"",113,"['romance', 'comedy', 'drama']","['IT']",5.5,810,50.814,6.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5489","Cem Yılmaz: Diamond Elite Platinum Plus","MOVIE",2021,"",94,"['comedy']","['TR']",6.6,7921,2.736,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5492","Sardar Ka Grandson","MOVIE",2021,"",140,"['comedy', 'drama', 'romance']","['IN']",4.2,4539,5.578,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5493","Sarbath","MOVIE",2021,"",112,"['romance', 'drama', 'comedy']","['IN']",5.6,266,1.951,5.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5494","Dolly Parton: A MusiCares Tribute","MOVIE",2021,"",55,"['music', 'documentation']","['US']",6.6,234,5.064,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5496","Tony Parker: The Final Shot","MOVIE",2021,"",98,"['documentation', 'sport']","['FR']",6.8,1400,7.313,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5497","Sisters on Track","MOVIE",2021,"PG",96,"['documentation', 'sport']","['US']",5.8,199,7.433,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5498","Shyam Singha Roy","MOVIE",2021,"",155,"['drama', 'romance', 'thriller', 'horror']","['IN']",7.7,11655,6.084,7.3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"5500","Blue Dream: The Road to Wembley","MOVIE",2021,"",61,"['documentation', 'sport']","['IT']",7.1,792,4.84,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5501","Private Network: Who Killed Manuel Buendía?","MOVIE",2021,"",100,"['history', 'documentation', 'crime']","['MX']",6.8,224,2.804,7.3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5503","Johnny Test's Ultimate Meatloaf Quest","MOVIE",2021,"G",20,"['animation', 'family']","['US']",7.1,26,4.274,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"5504","Have You Ever Seen Fireflies?","MOVIE",2021,"",113,"['drama', 'comedy']","['TR']",6.1,5024,4.109,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5505","Mo Amer: Mohammed in Texas","MOVIE",2021,"",64,"['comedy']","['US']",6.5,652,2.831,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5506","Kapil Sharma: I'm Not Done Yet","MOVIE",2022,"R",54,"['comedy']","['IN']",6.9,3950,2.109,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5507","Grumpy Christmas","MOVIE",2021,"",87,"['comedy']","['MX']",4.4,355,32.532,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5509","Daiki Tsuneta: Tokyo Chaotic","MOVIE",2021,"",89,"['documentation', 'music']","['JP']",7.5,19,1.853,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5510","Will You Marry?","MOVIE",2021,"",86,"['romance', 'drama']","['PH']",4.9,58,1.304,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5512","Haroun","MOVIE",2021,"",76,"['comedy']","['FR']",6.3,68,2.093,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5514","Brother in Love 2","MOVIE",2021,"",118,"['comedy']","['TR']",6.5,2328,2.537,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5516","Angèle","MOVIE",2021,"R",84,"['documentation', 'music']","['FR', 'BE']",7,518,4.432,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5517","Boomika","MOVIE",2021,"",122,"['thriller', 'horror']","['IN']",5.5,2553,1.945,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5519","Bankrolled","MOVIE",2021,"",97,"['comedy']","['MX']",4,312,20.242,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5520","June & Kopi","MOVIE",2021,"",90,"['drama', 'comedy', 'family']","['ID']",6.3,554,2.766,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5521","Adam by Eve: A Live in Animation","MOVIE",2022,"PG-13",58,"['drama', 'animation', 'music']","['JP']",6.1,378,3.828,6.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"5522","Here and There","MOVIE",2021,"",98,"['drama', 'romance']","['PH']",6.7,52,0.933,4.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5524","Time to Dance","MOVIE",2021,"",2,"['romance', 'drama']","['IN']",2.2,963,1.043,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5525","Love Is Color Blind","MOVIE",2021,"",115,"['comedy', 'romance']","['PH']",6.1,661,1.829,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
