"","title","type","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"4894","The Raincoat Killer: Chasing a Predator in Korea","SHOW",2021,"TV-MA",48,"['documentation', 'crime', 'history']","['KR']",1,6.4,2172,18.734,6.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4895","Countdown: Inspiration4 Mission to Space","SHOW",2021,"TV-14",50,"['documentation']","['US']",1,7.9,1857,6.054,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4899","Bling Empire","SHOW",2021,"TV-MA",37,"['reality']","['US']",2,5.8,3052,7.476,8.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4901","High on the Hog: How African American Cuisine Transformed America","SHOW",2021,"TV-14",53,"['documentation']","['US']",1,NA,NA,3.237,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4902","Standing Up","SHOW",2022,"TV-MA",47,"['comedy', 'drama']","['FR']",1,7.4,939,1.854,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4904","Pretty Smart","SHOW",2021,"TV-14",24,"['comedy', 'drama', 'romance']","['US']",1,5.8,4451,8.866,6.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4905","Beyond Evil","SHOW",2021,"TV-MA",66,"['crime', 'thriller', 'drama']","['KR']",1,8.1,3010,16.207,8.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4906","Forecasting Love and Weather","SHOW",2022,"TV-14",66,"['drama', 'romance']","['KR']",1,7.1,1617,13.284,8.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4908","Money, Explained","SHOW",2021,"TV-14",23,"['documentation']","['US']",1,6.9,2223,14.952,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4909","Rebelde","SHOW",2022,"TV-MA",40,"['drama', 'romance', 'family', 'comedy', 'music']","['MX']",2,6.2,2492,138.589,7.455,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"4911","On the Verge","SHOW",2021,"TV-MA",32,"['comedy', 'drama']","['FR']",1,6.4,2961,8.188,5.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4913","Colin in Black & White","SHOW",2021,"TV-14",32,"['drama', 'sport']","['US']",1,5.5,7282,29.999,6.682,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4915","The Club","SHOW",2021,"TV-14",47,"['drama', 'comedy']","['TR']",2,7.9,7810,8.116,7.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4917","Tribes of Europa","SHOW",2021,"TV-MA",47,"['scifi', 'drama', 'action', 'fantasy']","['DE']",1,6.7,12043,37.998,7.179,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"4919","Blippi Wonders","SHOW",2021,"TV-Y",7,"['animation']","['US']",1,5.1,21,1.557,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4920","Shaman King","SHOW",2021,"TV-PG",25,"['comedy', 'fantasy', 'animation', 'action', 'scifi']","['JP']",1,6.9,1728,56.636,8.3,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"4921","42 Days of Darkness","SHOW",2022,"TV-MA",46,"['drama', 'thriller', 'crime']","['CL']",1,6.5,1040,6.233,5.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4923","Welcome to Wedding Hell","SHOW",2022,"TV-14",37,"['drama', 'romance']","['KR']",1,6.9,89,4.417,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4924","The Journalist","SHOW",2022,"TV-14",51,"['crime', 'drama', 'thriller']","['JP']",1,7,608,6.078,8.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4926","Bulgasal: Immortal Souls","SHOW",2021,"TV-MA",71,"['scifi', 'action', 'drama', 'fantasy', 'thriller']","['KR']",1,7.3,2063,10.958,8.1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"4927","House of Secrets: The Burari Deaths","SHOW",2021,"TV-MA",45,"['history', 'documentation', 'crime']","['IN']",1,7.4,9944,7.749,7.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4929","Thermae Romae Novae","SHOW",2022,"TV-MA",29,"['comedy', 'animation', 'fantasy', 'history']","['JP']",1,7,749,1.915,7.6,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
"4933","An astrological guide for broken hearts","SHOW",2021,"TV-14",34,"['romance', 'comedy']","['IT']",2,7.1,3034,8.058,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4934","Centaurworld","SHOW",2021,"TV-Y7",29,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']","['US']",2,7.6,2045,9.038,7.6,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"4938","Tiger King: The Doc Antle Story","SHOW",2021,"TV-MA",42,"['crime', 'documentation']","['US']",1,6.2,1564,4.16,6.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4940","Amend: The Fight for America","SHOW",2021,"TV-MA",58,"['war', 'documentation', 'history']","['US']",1,7.8,1281,14.953,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4941","Juvenile Justice","SHOW",2022,"TV-MA",61,"['drama', 'crime']","['KR']",1,8,2633,63.286,8.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4942","The Irregulars","SHOW",2021,"TV-14",53,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']","['GB']",1,5.9,14927,10.125,7.5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"4943","The King's Affection","SHOW",2021,"TV-14",65,"['drama']","['KR']",1,NA,NA,34.387,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4944","Invisible City","SHOW",2021,"TV-MA",37,"['thriller', 'drama', 'crime', 'fantasy']","['BR']",2,7.7,18,10.14,7.1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"4948","The Orbital Children","SHOW",2022,"TV-14",32,"['scifi', 'animation', 'drama', 'fantasy']","['JP']",2,6.4,564,11.016,7.6,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"4950","My Little Pony: Make Your Mark","SHOW",2022,"TV-Y",45,"['comedy', 'scifi', 'music', 'animation', 'drama', 'family', 'fantasy']","['US']",1,6,136,400.035,8.1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
"4951","Dig Deeper: The Disappearance of Birgit Meier","SHOW",2021,"",60,"['crime', 'documentation']","['DE']",1,7.3,1881,2.293,7.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4953","Surviving Death","SHOW",2021,"TV-MA",54,"['documentation', 'reality']","['US']",1,6.1,2028,0.6,6.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4955","Baby Fever","SHOW",2022,"TV-MA",32,"['drama', 'comedy', 'romance']","['DK']",1,6.2,532,7.276,6.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4956","Who Rules The World","SHOW",2022,"TV-PG",42,"['drama', 'fantasy', 'romance']","['CN']",1,8.3,530,16.75,5.9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"4960","Getting Curious with Jonathan Van Ness","SHOW",2022,"TV-MA",26,"['comedy', 'reality']","['US']",1,6.8,741,2.01,7.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4961","The Sons of Sam: A Descent Into Darkness","SHOW",2021,"TV-MA",60,"['crime', 'documentation', 'history']","['US']",1,7,8500,10.533,7.3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4962","Open Your Eyes","SHOW",2021,"TV-MA",47,"['thriller', 'drama', 'scifi']","['PL']",1,6.5,1464,14.064,7.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"4964","Spycraft","SHOW",2021,"TV-MA",34,"['documentation']","['US']",1,6.7,2044,7.337,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4966","Bullsh*t the Game Show","SHOW",2022,"TV-14",0,"['reality']","['US']",1,6.1,750,1.125,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4972","EDENS ZERO","SHOW",2021,"TV-14",24,"['scifi', 'animation', 'comedy', 'action']","['JP']",1,NA,NA,24.758,7.8,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"4974","Sisyphus","SHOW",2021,"",71,"['drama', 'thriller', 'action', 'scifi', 'fantasy']","['KR']",1,7,3815,13.956,7.2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"4975","Baking Impossible","SHOW",2021,"TV-PG",49,"['reality']","['US']",1,7,1114,4.722,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4977","Inspector Koo","SHOW",2021,"TV-14",69,"['comedy', 'drama', 'thriller', 'crime', 'action']","['KR']",1,6.9,619,18.817,7.3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4981","Misfit: The Series","SHOW",2021,"",24,"['comedy']","['NL']",1,7.1,77,2.178,8.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4982","The Lost Pirate Kingdom","SHOW",2021,"TV-MA",43,"['documentation', 'drama', 'history']","['US']",1,6.6,2804,6.297,7.7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4983","Green Mothers' Club","SHOW",2022,"",70,"['drama', 'thriller']","['KR']",1,6.5,120,5.439,6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4987","Mr. Good: Cop or Crook?","SHOW",2022,"TV-14",51,"['documentation', 'crime']","['NO']",1,6.9,369,2.821,5.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4990","Rhythm + Flow France","SHOW",2022,"TV-MA",42,"['reality', 'music']","['FR']",1,6.3,92,11.242,8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"4994","Saturday Morning All Star Hits!","SHOW",2021,"TV-14",23,"['animation', 'comedy']","['US']",1,7.5,948,2.598,6.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4998","Yasuke","SHOW",2021,"TV-MA",29,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']","['US']",1,6.2,5150,8.838,7.81,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"4999","Chicago Party Aunt","SHOW",2021,"TV-MA",23,"['animation', 'comedy']","['US']",1,5.3,1488,4.25,6.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5000","Thirty-Nine","SHOW",2022,"TV-MA",73,"['drama', 'romance']","['KR']",1,7.9,150,6.647,9.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5001","Sky Rojo","SHOW",2021,"TV-MA",27,"['drama', 'thriller', 'action', 'crime']","['ES']",3,6.5,8706,39.825,7.7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5002","Money Heist: From Tokyo to Berlin","SHOW",2021,"TV-MA",53,"['documentation', 'crime', 'drama']","['ES']",2,7.7,890,712.899,7.391,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5006","Headspace Guide to Meditation","SHOW",2021,"TV-G",22,"['documentation', 'animation']","['US']",1,8.4,1568,4.774,7.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5008","Mine","SHOW",2021,"TV-14",70,"['thriller', 'drama']","['KR']",1,7.7,1169,11.801,7.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5009","Sex, Love & Goop","SHOW",2021,"TV-MA",35,"['reality', 'comedy', 'romance']","['US']",1,4.7,768,5.597,5.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"5010","Love is Blind: Japan","SHOW",2022,"TV-PG",57,"['reality', 'romance']","['JP']",2,7.1,535,2.581,7.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"5011","Generation 56K","SHOW",2021,"TV-14",30,"['drama', 'romance', 'comedy']","['IT']",1,7.4,2427,5.375,7.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5013","Elves","SHOW",2021,"TV-14",24,"['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']","['DK']",1,5.5,4165,45.71,7,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
"5016","Insiders","SHOW",2021,"TV-MA",46,"['reality']","['ES']",2,4.2,742,4.397,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5017","Top Secret UFO Projects: Declassified","SHOW",2021,"TV-PG",44,"['documentation']","['GB']",1,5.5,1426,22.071,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5018","Dirty Lines","SHOW",2022,"TV-MA",46,"['drama', 'history']","['NL']",1,7.4,1840,5.758,8.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5020","Crime Scene: The Times Square Killer","SHOW",2021,"TV-MA",49,"['thriller', 'documentation', 'crime', 'history']","['US']",1,6.5,3974,5.848,7.125,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"5022","Samurai Rabbit: The Usagi Chronicles","SHOW",2022,"TV-Y7",25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']","['US']",1,6.5,407,5.716,6.7,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"5023","Sharkdog","SHOW",2021,"TV-Y",23,"['animation', 'comedy', 'family']","['SG', 'US']",2,5.8,168,36.732,9.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"5024","Nevertheless,","SHOW",2021,"",70,"['drama', 'romance']","['KR']",1,7.2,4939,47.096,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5026","Eden","SHOW",2021,"TV-PG",25,"['animation', 'drama', 'scifi', 'reality', 'family', 'fantasy', 'action']","['JP']",1,6.6,1159,11.578,7,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1
"5027","Last Chance U: Basketball","SHOW",2021,"TV-MA",57,"['documentation', 'sport']","['US']",1,8.3,2531,9.485,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5029","Snabba Cash","SHOW",2021,"TV-MA",43,"['crime', 'drama', 'thriller', 'action']","['SE']",2,7.6,8380,6.964,7.1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5032","Back to 15","SHOW",2022,"TV-14",0,"['drama', 'comedy']","['BR']",1,6.6,662,5.829,6.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5035","Aranyak","SHOW",2021,"TV-MA",43,"['thriller', 'drama', 'crime']","['IN']",1,7.9,7629,4.389,7.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5036","Devotion, a Story of Love and Desire","SHOW",2022,"TV-MA",40,"['drama', 'romance']","['IT']",1,6.4,1500,13.644,6.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5038","Post Mortem: No One Dies in Skarnes","SHOW",2021,"TV-MA",45,"['thriller', 'comedy', 'drama']","['NO']",1,7.1,3323,1.536,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5039","D.P.","SHOW",2021,"TV-MA",55,"['drama', 'action', 'comedy']","['KR']",2,NA,NA,18.767,8.2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5042","Move to Heaven","SHOW",2021,"TV-MA",52,"['drama']","['KR']",1,8.6,5634,15.536,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5043","Heirs to the Land","SHOW",2022,"TV-MA",54,"['drama', 'history', 'comedy', 'scifi']","['ES']",1,7,947,11.208,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"5045","A Sinister Sect: Colonia Dignidad","SHOW",2021,"",53,"['documentation']","['DE']",1,NA,NA,2.503,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5049","I Am Georgina","SHOW",2022,"TV-14",41,"['reality']","['ES']",1,3.9,2879,43.523,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5050","Wild Babies","SHOW",2022,"TV-PG",30,"['documentation']","['GB']",1,7.7,421,3.289,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5051","Jaguar","SHOW",2021,"TV-MA",45,"['drama', 'war', 'action', 'history']","['ES']",1,5.7,1766,30.462,7.1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"5052","Coming Out Colton","SHOW",2021,"TV-MA",33,"['reality']","['US']",1,6.7,1142,2.167,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5059","Godzilla Singular Point","SHOW",2021,"TV-14",25,"['animation', 'action', 'scifi', 'thriller']","['JP']",1,6.5,1673,21.135,7.218,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"5061","JAPAN SINKS: People of Hope","SHOW",2021,"TV-14",55,"['scifi', 'war', 'drama']","['JP']",1,6,5,7.557,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"5065","The Life and Movies of Erşan Kuneri","SHOW",2022,"TV-MA",48,"['comedy']","['TR']",1,6.7,11145,4.766,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5067","This Is Pop","SHOW",2021,"TV-MA",44,"['music', 'documentation']","['CA']",1,6.9,1131,3.364,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"5068","Maldivas","SHOW",2022,"TV-MA",36,"['comedy', 'drama']","['BR']",1,5.6,961,159.929,7.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5070","Summer Heat","SHOW",2022,"TV-MA",48,"['drama', 'romance']","['BR']",1,5.6,281,7.658,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5071","Why Are You Like This?","SHOW",2021,"",24,"['comedy']","['AU']",1,6.4,1546,2.882,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5072","Neymar: The Perfect Chaos","SHOW",2022,"TV-MA",55,"['documentation', 'sport']","['BR', 'US']",1,6.6,3158,31.57,7.316,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5076","Dive Club","SHOW",2021,"TV-PG",27,"['drama', 'family']","['AU']",1,6.1,869,8.506,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5080","Elite Short Stories: Guzmán Caye Rebe","SHOW",2021,"TV-MA",12,"['drama', 'crime', 'thriller']","['ES']",1,7.4,2319,19.939,8.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5081","Trivia Quest","SHOW",2022,"TV-G",9,"['family', 'fantasy', 'animation']","['US']",1,5.7,202,3.207,5.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"5083","Queer Eye Germany","SHOW",2022,"TV-14",50,"['reality']","['DE']",1,7.2,1114,1.621,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5085","Alessandro Cattelan: One Simple Question","SHOW",2022,"TV-MA",30,"['comedy', 'reality']","['IT']",1,6.5,209,1.302,6.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5086","The War Next-door","SHOW",2021,"TV-MA",33,"['comedy']","['MX']",2,5.7,444,82.278,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5087","Navillera","SHOW",2021,"",65,"['drama', 'family']","['KR']",1,8.8,2179,15.637,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5088","Once Upon a Time... Happily Never After","SHOW",2022,"TV-MA",30,"['scifi', 'comedy', 'fantasy']","['ES']",1,5.4,496,73.753,7.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"5089","The Unlikely Murderer","SHOW",2021,"TV-MA",46,"['drama', 'crime']","['SE']",1,7,4129,4.575,7.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5091","Kid Cosmic","SHOW",2021,"TV-Y7",22,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']","['US']",3,7.9,1414,13.314,8.8,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"5093","The Boss Baby: Back in the Crib","SHOW",2022,"TV-Y7",24,"['animation', 'comedy', 'family', 'fantasy']","['US']",1,6.2,159,116.587,7.563,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"5096","Feels Like Ishq","SHOW",2021,"TV-MA",31,"['drama', 'romance', 'comedy']","['IN']",1,6.4,1550,2.428,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5099","The World's Most Amazing Vacation Rentals","SHOW",2021,"TV-PG",34,"['documentation', 'reality']","['US']",2,6.7,1317,6.262,7.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5100","Thomas & Friends: All Engines Go!","SHOW",2021,"TV-Y",11,"['animation', 'fantasy', 'drama', 'family', 'music', 'comedy']","['US']",1,2,555,1.287,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"5101","Headspace Guide to Sleep","SHOW",2021,"TV-G",19,"['documentation', 'animation']","['US']",1,6.8,466,3.01,8.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5103","Lellobee City Farm","SHOW",2022,"TV-Y",10,"['animation']","['US']",1,NA,NA,2.722,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5104","Penguin Town","SHOW",2021,"TV-G",30,"['documentation', 'comedy', 'drama', 'family']","['ZA']",1,7.8,848,2.461,7.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5105","Karma's World","SHOW",2021,"TV-Y",12,"['animation', 'comedy', 'family']","['US']",3,5.8,156,11.039,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"5106","Dogs in Space","SHOW",2021,"TV-Y7",22,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']","['US']",1,7.1,609,7.154,7.4,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"5111","Elite Short Stories: Phillipe Caye Felipe","SHOW",2021,"",13,"['comedy', 'romance', 'drama']","['ES']",1,6.2,704,49.804,6.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5112","Adventure Beast","SHOW",2021,"TV-MA",19,"['comedy', 'animation']","['US']",1,5.2,569,3.268,7.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5113","Midnight Asia: Eat · Dance · Dream","SHOW",2022,"TV-MA",37,"['documentation']","['SG']",1,6.6,518,1.766,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5114","Until Life Do Us Part","SHOW",2021,"TV-MA",49,"['drama']","['PT']",1,7.5,663,2.681,9.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5115","Elite Short Stories: Patrick","SHOW",2021,"TV-MA",12,"['comedy', 'drama']","['ES']",1,6.1,737,51.19,7.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5116","The Parisian Agency: Exclusive Properties","SHOW",2021,"TV-14",57,"['reality']","['FR']",2,7.5,671,3.069,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"5118","Elite Short Stories: Omar Ander Alexis","SHOW",2021,"TV-MA",12,"['drama', 'crime', 'thriller']","['ES']",1,7.3,1952,21.175,7.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5121","Hype House","SHOW",2022,"TV-14",32,"['reality']","['US']",1,2.1,2915,3.204,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5123","Kitz","SHOW",2021,"TV-MA",44,"['drama', 'thriller']","['AT', 'DE']",1,5.7,2392,5.661,7.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5124","I Need Romance","SHOW",2021,"TV-14",45,"['drama', 'romance']","['TH']",1,7.8,30,1.39,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5125","The Five Juanas","SHOW",2021,"TV-MA",39,"['drama']","['MX']",1,6.9,1813,63.62,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5127","The Crew","SHOW",2021,"TV-14",27,"['comedy']","['US']",1,6.5,5528,9.56,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5128","The Time It Takes","SHOW",2021,"TV-MA",13,"['drama', 'romance', 'comedy']","['ES']",1,7.1,1271,6.598,7.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5130","Elite Short Stories: Carla Samuel","SHOW",2021,"TV-MA",14,"['drama', 'romance']","['ES']",1,6.9,2685,43.992,7.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5131","Luna Park","SHOW",2021,"TV-MA",50,"['drama', 'romance']","['IT']",1,6.4,721,4.545,8.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5132","Savage Beauty","SHOW",2022,"TV-MA",51,"['drama']","['US']",1,5,339,4.011,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5135","Selling Tampa","SHOW",2021,"TV-MA",40,"['reality']","['US']",1,4.5,797,1.82,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5136","Age of Samurai: Battle for Japan","SHOW",2021,"TV-MA",43,"['documentation', 'action', 'drama', 'history', 'war']","['US']",1,7.4,4119,31.152,7.1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"5137","Octonauts: Above & Beyond","SHOW",2021,"TV-Y",25,"['animation', 'family']","['KR']",2,7.2,82,4.775,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"5140","Yeh Kaali Kaali Ankhein","SHOW",2022,"TV-MA",40,"['drama', 'thriller', 'crime']","['IN']",1,NA,NA,5.259,7.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5141","Love (ft. Marriage and Divorce)","SHOW",2021,"TV-PG",69,"['drama', 'romance']","['KR']",3,6.6,467,24.115,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
